Subjects,averageThickness,std.dev
01_DESS_1_prep_fc_thickness_1,1.93,0.57
02_DESS_1_prep_fc_thickness_1,1.88,0.66
03_DESS_1_prep_fc_thickness_1,1.99,0.66
04_DESS_1_prep_fc_thickness_1,1.99,0.68
